Number of Schools by Management and Year of Establishment                              Report Id : 1001,,,,,,,,
Report Generated By NIC,,,,Report Export Date :06 Mar 2025 09:49 PM,,,,
Academic Year:undefined,,State Name :all,,District Name :none,,Block Name :none,,
,,Present Management of School,,,,,,
Location,Establishment Year,State Govt,Central Govt,Govt Aided,Private,Others,Total School,Cumulative Total School
Madhya Pradesh,1999,2953,1,6,608,115,3683,3683
Madhya Pradesh,1998,7249,0,6,509,111,7875,7875
Madhya Pradesh,1997,12788,0,2,533,55,13378,13378
Madhya Pradesh,1996,2668,0,4,585,34,3291,3291
Madhya Pradesh,1995,1803,5,6,555,37,2406,2406
Madhya Pradesh,1994,453,6,9,482,8,958,958
Madhya Pradesh,1993,795,13,4,457,7,1276,1276
Madhya Pradesh,1992,767,6,9,527,7,1316,1316
Madhya Pradesh,1991,1224,2,4,335,2,1567,1567
Madhya Pradesh,1990,417,0,3,344,4,768,768
Madhya Pradesh,1989,747,1,5,306,7,1066,1066
Madhya Pradesh,1988,476,10,5,235,1,727,727
Madhya Pradesh,1987,762,13,6,221,3,1005,1005
Madhya Pradesh,1986,879,13,13,159,4,1068,1068
Madhya Pradesh,1985,477,3,3,155,2,640,640
Madhya Pradesh,1984,668,3,3,143,1,818,818
Madhya Pradesh,1983,279,2,7,133,2,423,423
Madhya Pradesh,1982,642,3,10,131,2,788,788
Madhya Pradesh,1981,1700,6,4,94,1,1805,1805
Madhya Pradesh,1980,807,2,3,102,6,920,920
Madhya Pradesh,1979,1030,0,5,87,1,1123,1123
Madhya Pradesh,1978,815,2,6,69,2,894,894
Madhya Pradesh,1977,244,2,9,55,1,311,311
Madhya Pradesh,1976,478,2,5,48,0,533,533
Madhya Pradesh,1975,572,3,4,36,2,617,617
Madhya Pradesh,1974,1090,0,9,43,0,1142,1142
Madhya Pradesh,1973,1200,0,14,36,0,1250,1250
Madhya Pradesh,1972,2177,0,27,56,1,2261,2261
Madhya Pradesh,1971,1099,1,16,45,0,1161,1161
Madhya Pradesh,1970,446,1,28,27,3,505,505
Madhya Pradesh,1969,279,0,16,33,0,328,328
Madhya Pradesh,1968,314,0,12,24,1,351,351
Madhya Pradesh,1967,460,0,11,14,0,485,485
Madhya Pradesh,1966,377,1,19,14,0,411,411
Madhya Pradesh,1965,826,2,12,15,2,857,857
Madhya Pradesh,1964,996,5,17,21,1,1040,1040
Madhya Pradesh,1963,603,0,10,11,2,626,626
Madhya Pradesh,1962,1437,1,17,11,0,1466,1466
Madhya Pradesh,1961,488,0,17,8,1,514,514
Madhya Pradesh,1960,876,0,18,13,2,909,909
Madhya Pradesh,1959,460,2,36,9,0,507,507
Madhya Pradesh,1958,619,0,23,8,1,651,651
Madhya Pradesh,1957,440,0,18,8,1,467,467
Madhya Pradesh,1956,2225,0,37,15,0,2277,2277
Madhya Pradesh,1955,1046,0,26,4,0,1076,1076
Madhya Pradesh,1954,1001,0,12,2,0,1015,1015
Madhya Pradesh,1953,581,0,7,7,0,595,595
Madhya Pradesh,1952,847,0,9,6,1,863,863
Madhya Pradesh,1951,217,0,4,3,0,224,224
Madhya Pradesh,1950,624,0,8,4,2,638,638
Madhya Pradesh,1949,497,0,1,4,1,503,503
Madhya Pradesh,1948,350,0,3,0,0,353,353
Madhya Pradesh,1947,160,0,3,2,0,165,165
Madhya Pradesh,1946,131,0,3,3,0,137,137
Madhya Pradesh,1945,136,0,6,4,0,146,146
Madhya Pradesh,1944,66,0,16,4,0,86,86
Madhya Pradesh,1943,59,0,1,2,0,62,62
Madhya Pradesh,1942,137,0,6,5,0,148,148
Madhya Pradesh,1941,46,0,6,1,0,53,53
Madhya Pradesh,1940,102,0,6,1,0,109,109
Madhya Pradesh,1939,72,0,6,5,0,83,83
Madhya Pradesh,1938,81,0,4,1,0,86,86
Madhya Pradesh,1937,71,0,2,3,0,76,76
Madhya Pradesh,1936,73,0,4,3,0,80,80
Madhya Pradesh,1935,91,0,5,4,0,100,100
Madhya Pradesh,1934,35,0,3,2,0,40,40
Madhya Pradesh,1933,21,0,1,0,0,22,22
Madhya Pradesh,1932,70,0,3,2,0,75,75
Madhya Pradesh,1931,25,0,5,2,0,32,32
Madhya Pradesh,1930,47,0,2,5,0,54,54
Madhya Pradesh,1929,40,0,0,0,0,40,40
Madhya Pradesh,1928,40,1,0,1,0,42,42
Madhya Pradesh,1927,30,0,2,0,0,32,32
Madhya Pradesh,1926,27,0,4,1,0,32,32
Madhya Pradesh,1925,30,0,3,0,0,33,33
Madhya Pradesh,1924,15,0,3,0,0,18,18
Madhya Pradesh,1923,18,0,4,0,0,22,22
Madhya Pradesh,1922,11,1,0,0,0,12,12
Madhya Pradesh,1921,17,0,3,2,0,22,22
Madhya Pradesh,1920,38,0,1,2,0,41,41
Madhya Pradesh,1919,21,0,0,1,0,22,22
Madhya Pradesh,1918,30,0,3,2,0,35,35
Madhya Pradesh,1917,19,0,2,0,0,21,21
Madhya Pradesh,1916,11,0,0,0,0,11,11
Madhya Pradesh,1915,11,0,0,0,0,11,11
Madhya Pradesh,1914,31,0,0,2,0,33,33
Madhya Pradesh,1913,29,0,0,0,0,29,29
Madhya Pradesh,1912,18,0,0,1,0,19,19
Madhya Pradesh,1911,17,0,0,0,0,17,17
Madhya Pradesh,1910,23,0,0,0,0,23,23
Madhya Pradesh,1909,7,0,1,0,0,8,8
Madhya Pradesh,1908,13,1,2,0,0,16,16
Madhya Pradesh,1907,11,0,0,0,0,11,11
Madhya Pradesh,1906,12,0,0,2,0,14,14
Madhya Pradesh,1905,44,0,1,0,0,45,45
Madhya Pradesh,1904,17,0,1,0,0,18,18
Madhya Pradesh,1903,10,0,5,0,0,15,15
Madhya Pradesh,1902,17,0,0,2,0,19,19
Madhya Pradesh,1901,31,0,0,0,0,31,31
Madhya Pradesh,1900,12,0,1,3,0,16,16
Madhya Pradesh,1899,4,0,0,0,0,4,4
Madhya Pradesh,1898,8,0,0,1,0,9,9
Madhya Pradesh,1897,3,0,0,1,0,4,4
Madhya Pradesh,1896,3,0,0,0,0,3,3
Madhya Pradesh,1895,6,0,2,1,0,9,9
Madhya Pradesh,1894,5,0,1,0,0,6,6
Madhya Pradesh,1893,4,0,1,0,0,5,5
Madhya Pradesh,1892,13,0,0,3,0,16,16
Madhya Pradesh,1891,4,0,0,0,0,4,4
Madhya Pradesh,1890,20,0,1,0,0,21,21
Madhya Pradesh,1889,10,0,0,0,0,10,10
Madhya Pradesh,1888,1,0,0,3,0,4,4
Madhya Pradesh,1887,2,0,1,0,0,3,3
Madhya Pradesh,1886,8,0,0,0,0,8,8
Madhya Pradesh,1885,36,0,0,0,0,36,36
Madhya Pradesh,1884,9,1,0,0,0,10,10
Madhya Pradesh,1883,3,0,0,0,0,3,3
Madhya Pradesh,1882,3,0,0,0,0,3,3
Madhya Pradesh,1881,1,0,0,0,0,1,1
Madhya Pradesh,1880,5,0,1,0,0,6,6
Madhya Pradesh,1878,1,0,0,0,0,1,1
Madhya Pradesh,1877,2,0,0,0,0,2,2
Madhya Pradesh,1876,2,0,0,1,0,3,3
Madhya Pradesh,1875,7,0,0,1,0,8,8
Madhya Pradesh,1874,5,0,0,0,0,5,5
Madhya Pradesh,1873,3,0,0,1,0,4,4
Madhya Pradesh,1872,5,0,0,0,0,5,5
Madhya Pradesh,1870,7,0,0,3,0,10,10
Madhya Pradesh,1869,6,0,0,1,0,7,7
Madhya Pradesh,1868,3,0,0,0,0,3,3
Madhya Pradesh,1867,2,0,0,0,0,2,2
Madhya Pradesh,1865,4,0,0,0,0,4,4
Madhya Pradesh,1864,3,0,0,0,0,3,3
Madhya Pradesh,1863,3,0,0,0,0,3,3
Madhya Pradesh,1862,4,0,0,0,0,4,4
Madhya Pradesh,1861,3,0,0,0,0,3,3
Madhya Pradesh,1860,3,0,0,0,0,3,3
Madhya Pradesh,1859,3,0,0,0,0,3,3
Madhya Pradesh,1858,1,0,0,0,0,1,1
Madhya Pradesh,1857,4,0,0,0,0,4,4
Madhya Pradesh,1856,7,0,0,1,0,8,8
Madhya Pradesh,1855,2,0,0,0,0,2,2
Madhya Pradesh,1854,4,0,0,0,0,4,4
Madhya Pradesh,1853,2,0,0,0,0,2,2
Madhya Pradesh,1852,4,0,0,0,0,4,4
Madhya Pradesh,1850,3,0,0,0,0,3,3
Madhya Pradesh,1848,1,0,0,0,0,1,1
Madhya Pradesh,1836,2,0,0,0,0,2,2
Madhya Pradesh,1835,1,0,0,0,0,1,1
Madhya Pradesh,1834,2,0,0,0,0,2,2
Madhya Pradesh,1833,1,0,0,0,0,1,1
Madhya Pradesh,1832,2,0,0,0,0,2,2
Madhya Pradesh,1827,1,0,0,0,0,1,1
Madhya Pradesh,1826,3,0,0,0,0,3,3
Madhya Pradesh,1818,1,0,0,0,0,1,1
Madhya Pradesh,1814,1,0,0,0,0,1,1
Madhya Pradesh,1802,2,0,0,0,0,2,2
Madhya Pradesh,1800,1,0,0,0,0,1,1
Madhya Pradesh,1775,1,0,0,0,0,1,1
Madhya Pradesh,1716,1,0,0,0,0,1,1
Madhya Pradesh,1715,0,0,0,3,0,3,3
Maharashtra,2022,7,0,0,5,0,12,12
Maharashtra,2021,30,0,3,61,1,95,95
Maharashtra,2020,29,0,4,118,1,152,152
Maharashtra,2019,27,1,15,555,23,621,621
Maharashtra,2018,31,3,8,611,26,679,679
Maharashtra,2017,51,1,2,765,45,864,864
Maharashtra,2016,31,0,7,1575,67,1680,1680
Maharashtra,2015,59,1,4,752,54,870,870
Maharashtra,2014,131,1,19,1121,50,1322,1322
Maharashtra,2013,240,0,14,1178,46,1478,1478
Maharashtra,2012,185,0,12,260,36,493,493
Maharashtra,2011,236,0,17,330,30,613,613
Maharashtra,2010,723,4,21,854,62,1664,1664
Maharashtra,2009,553,0,186,1341,26,2106,2106
Maharashtra,2008,1704,1,192,885,28,2810,2810
Maharashtra,2007,352,3,77,351,13,796,796
Maharashtra,2006,518,0,321,665,19,1523,1523
Maharashtra,2005,593,1,275,721,12,1602,1602
Maharashtra,2004,560,0,667,908,11,2146,2146
Maharashtra,2003,485,1,610,877,10,1983,1983
Maharashtra,2002,1041,1,237,469,10,1758,1758
Maharashtra,2001,1824,1,547,455,6,2833,2833
Maharashtra,2000,346,0,1321,551,11,2229,2229
Maharashtra,1999,338,0,904,306,8,1556,1556
Maharashtra,1998,504,0,258,212,2,976,976
Maharashtra,1997,771,0,618,177,7,1573,1573
Maharashtra,1996,421,3,583,216,5,1228,1228
Maharashtra,1995,442,0,527,176,8,1153,1153
Maharashtra,1994,762,4,865,204,6,1841,1841
Maharashtra,1993,688,5,781,160,6,1640,1640
Maharashtra,1992,989,1,897,184,2,2073,2073
Maharashtra,1991,383,2,1026,133,5,1549,1549
Maharashtra,1990,515,1,896,123,3,1538,1538
Maharashtra,1989,536,2,808,147,3,1496,1496
Maharashtra,1988,382,6,235,77,1,701,701
Maharashtra,1987,330,15,693,106,1,1145,1145
Maharashtra,1986,385,6,422,97,1,911,911
Maharashtra,1985,610,4,461,108,1,1184,1184
Maharashtra,1984,747,3,1032,106,2,1890,1890
Maharashtra,1983,381,2,662,98,0,1143,1143
Maharashtra,1982,510,3,264,69,4,850,850
Maharashtra,1981,480,2,204,66,1,753,753
Maharashtra,1980,578,2,166,63,0,809,809
Maharashtra,1979,568,2,141,70,0,781,781
Maharashtra,1978,402,1,138,83,2,626,626
Maharashtra,1977,381,0,121,57,0,559,559
Maharashtra,1976,456,1,102,64,0,623,623
Maharashtra,1975,373,0,127,56,0,556,556
Maharashtra,1974,502,0,96,48,1,647,647
Maharashtra,1973,714,2,81,32,0,829,829
Maharashtra,1972,568,4,309,65,0,946,946
Maharashtra,1971,481,1,383,38,1,904,904
Maharashtra,1970,455,1,349,42,1,848,848
Maharashtra,1969,456,1,319,39,0,815,815
Maharashtra,1968,440,0,326,25,1,792,792
Maharashtra,1967,640,2,304,25,1,972,972
Maharashtra,1966,799,2,256,19,0,1076,1076
Maharashtra,1965,1354,4,282,17,0,1657,1657
Maharashtra,1964,1380,3,272,20,0,1675,1675
Maharashtra,1963,1949,6,209,25,0,2189,2189
Maharashtra,1962,1380,0,278,9,0,1667,1667
Maharashtra,1961,1176,1,369,19,0,1565,1565
Maharashtra,1960,1525,0,365,14,0,1904,1904
Maharashtra,1959,1841,0,261,10,0,2112,2112
Maharashtra,1958,1577,0,168,14,0,1759,1759
Maharashtra,1957,805,0,108,9,0,922,922
Maharashtra,1956,2395,0,118,7,0,2520,2520
Maharashtra,1955,2013,0,109,7,0,2129,2129
Maharashtra,1954,2013,0,103,5,0,2121,2121
Maharashtra,1953,1098,0,103,10,0,1211,1211
Maharashtra,1952,964,0,102,5,0,1071,1071
Maharashtra,1951,472,0,64,9,0,545,545
Maharashtra,1950,907,1,68,6,0,982,982
Maharashtra,1949,1236,0,39,9,0,1284,1284
Maharashtra,1948,975,0,46,9,0,1030,1030
Maharashtra,1947,865,0,26,6,0,897,897
Maharashtra,1946,421,0,48,1,0,470,470
Maharashtra,1945,262,0,46,1,0,309,309
Maharashtra,1944,139,0,38,2,0,179,179
Maharashtra,1943,135,0,27,2,0,164,164
Maharashtra,1942,237,0,41,5,1,284,284
Maharashtra,1941,132,0,37,2,0,171,171
Maharashtra,1940,225,0,44,8,0,277,277
Maharashtra,1939,429,0,55,5,0,489,489
Maharashtra,1938,478,0,27,4,0,509,509
Maharashtra,1937,297,0,27,0,0,324,324
Maharashtra,1936,229,0,34,2,0,265,265
Maharashtra,1935,334,0,32,0,0,366,366
Maharashtra,1934,197,0,35,4,0,236,236
Maharashtra,1933,171,0,23,4,0,198,198
Maharashtra,1932,261,0,30,5,0,296,296
Maharashtra,1931,123,0,11,0,0,134,134
Maharashtra,1930,195,0,14,0,0,209,209
Maharashtra,1929,186,0,15,6,0,207,207
Maharashtra,1928,246,0,26,0,0,272,272
Maharashtra,1927,220,0,27,3,0,250,250
Maharashtra,1926,290,0,12,2,0,304,304
Maharashtra,1925,370,0,11,4,0,385,385
Maharashtra,1924,151,0,10,2,0,163,163
Maharashtra,1923,148,0,10,0,0,158,158
Maharashtra,1922,131,0,21,5,0,157,157
Maharashtra,1921,128,0,13,1,0,142,142
Maharashtra,1920,190,0,19,5,0,214,214
Maharashtra,1919,221,0,13,1,0,235,235
Maharashtra,1918,412,1,17,0,0,430,430
Maharashtra,1917,126,0,10,1,0,137,137
Maharashtra,1916,101,0,16,2,0,119,119
Maharashtra,1915,91,0,8,1,0,100,100
Maharashtra,1914,177,0,19,1,0,197,197
Maharashtra,1913,290,0,13,2,0,305,305
Maharashtra,1912,107,0,11,1,0,119,119
Maharashtra,1911,290,0,7,2,0,299,299
Maharashtra,1910,76,0,4,1,0,81,81
Maharashtra,1909,197,0,6,0,0,203,203
Maharashtra,1908,106,0,9,4,0,119,119
Maharashtra,1907,109,0,6,0,0,115,115
Maharashtra,1906,212,0,5,0,0,217,217
Maharashtra,1905,173,0,9,4,0,186,186
Maharashtra,1904,137,0,3,1,0,141,141
Maharashtra,1903,58,1,1,2,0,62,62
Maharashtra,1902,61,0,4,0,0,65,65
Maharashtra,1901,43,0,2,1,0,46,46
Maharashtra,1900,26,0,5,1,0,32,32
Maharashtra,1899,29,0,2,0,0,31,31
Maharashtra,1898,46,0,6,4,0,56,56
Maharashtra,1897,31,0,3,0,0,34,34
Maharashtra,1896,51,0,5,0,0,56,56
Maharashtra,1895,47,0,0,1,0,48,48
Maharashtra,1894,35,0,3,0,0,38,38
Maharashtra,1893,41,0,2,0,0,43,43
Maharashtra,1892,35,0,5,0,0,40,40
Maharashtra,1891,26,0,3,5,0,34,34
Maharashtra,1890,45,0,5,0,0,50,50
Maharashtra,1889,81,0,7,5,0,93,93
Maharashtra,1888,60,0,1,4,0,65,65
Maharashtra,1887,48,0,6,3,0,57,57
Maharashtra,1886,75,0,1,0,0,76,76
Maharashtra,1885,134,0,9,1,0,144,144
Maharashtra,1884,59,0,6,0,0,65,65
Maharashtra,1883,63,0,4,0,0,67,67
Maharashtra,1882,52,0,1,0,0,53,53
Maharashtra,1881,61,0,1,0,0,62,62
Maharashtra,1880,64,0,2,0,0,66,66
Maharashtra,1879,39,0,0,1,0,40,40
Maharashtra,1878,24,0,2,0,0,26,26
Maharashtra,1877,11,0,2,1,0,14,14
Maharashtra,1876,37,0,2,1,0,40,40
Maharashtra,1875,53,0,6,3,0,62,62
Maharashtra,1874,59,0,2,3,0,64,64
Maharashtra,1873,44,2,2,0,0,48,48
Maharashtra,1872,92,0,1,0,0,93,93
Maharashtra,1871,55,0,2,0,0,57,57
Maharashtra,1870,82,0,3,1,0,86,86
Maharashtra,1869,126,0,3,1,0,130,130
Maharashtra,1868,111,0,0,1,0,112,112
Maharashtra,1867,101,0,1,1,0,103,103
Maharashtra,1866,52,0,0,1,0,53,53
Maharashtra,1865,107,0,0,0,0,107,107
Maharashtra,1864,64,0,3,2,0,69,69
Maharashtra,1863,51,0,2,2,0,55,55
Maharashtra,1862,44,0,0,3,0,47,47
Maharashtra,1861,52,0,0,0,0,52,52
Maharashtra,1860,27,0,3,2,0,32,32
Maharashtra,1859,16,0,2,0,0,18,18
Maharashtra,1858,6,0,2,1,0,9,9
Maharashtra,1857,19,0,3,3,0,25,25
Maharashtra,1856,39,0,0,0,0,39,39
Maharashtra,1855,19,0,1,1,0,21,21
Maharashtra,1854,9,0,1,0,0,10,10
Maharashtra,1853,11,0,0,0,0,11,11
Maharashtra,1851,6,0,0,0,0,6,6
Maharashtra,1850,2,0,4,1,0,7,7
Maharashtra,1849,9,0,2,0,0,11,11
Maharashtra,1848,8,0,0,0,0,8,8
Maharashtra,1847,6,0,0,1,0,7,7
Maharashtra,1846,2,0,0,0,0,2,2
Maharashtra,1845,6,0,0,0,0,6,6
Maharashtra,1844,2,0,1,1,0,4,4
Maharashtra,1843,2,0,0,0,0,2,2
Maharashtra,1840,5,0,0,0,0,5,5
Maharashtra,1839,6,0,0,0,0,6,6
Maharashtra,1838,4,0,2,0,0,6,6
Maharashtra,1837,2,0,0,0,0,2,2
Maharashtra,1836,2,0,1,0,0,3,3
Maharashtra,1835,1,0,0,0,0,1,1
Maharashtra,1834,5,0,0,0,0,5,5
Maharashtra,1832,1,0,4,2,0,7,7
Maharashtra,1830,2,0,0,0,0,2,2
Maharashtra,1829,1,0,0,0,0,1,1
Maharashtra,1827,0,0,1,0,0,1,1
Maharashtra,1826,2,0,0,0,0,2,2
Maharashtra,1825,0,0,1,1,0,2,2
Maharashtra,1824,0,0,1,0,0,1,1
Maharashtra,1820,1,0,0,0,0,1,1
Maharashtra,1819,2,0,0,0,0,2,2
Maharashtra,1818,2,0,0,0,0,2,2
Maharashtra,1817,1,0,0,0,0,1,1
Maharashtra,1815,0,0,0,2,0,2,2
Maharashtra,1806,1,0,0,0,0,1,1
Maharashtra,1805,1,0,0,0,0,1,1
Maharashtra,1804,1,0,0,0,0,1,1
Maharashtra,1800,1,0,0,0,0,1,1
Maharashtra,1782,0,0,0,1,0,1,1
Maharashtra,1780,0,0,1,1,0,2,2
Manipur,2021,10,0,0,3,0,13,13
Manipur,2020,0,0,0,3,0,3,3
Manipur,2019,3,0,0,4,2,9,9
Manipur,2018,4,1,0,8,9,22,22
Manipur,2017,1,0,0,19,7,27,27
Manipur,2016,13,1,0,20,8,42,42
Manipur,2015,5,0,0,32,9,46,46
Manipur,2014,99,0,0,20,12,131,131
Manipur,2013,9,2,0,13,12,36,36
Manipur,2012,265,0,0,11,8,284,284
Manipur,2011,24,0,0,17,4,45,45
Manipur,2010,27,0,1,16,4,48,48
Manipur,2009,5,0,0,8,3,16,16
Manipur,2008,78,0,0,17,4,99,99
Manipur,2007,10,2,0,14,4,30,30
Manipur,2006,59,0,0,18,4,81,81
Manipur,2005,37,0,0,33,4,74,74
Manipur,2004,28,0,0,35,1,64,64
Manipur,2003,9,0,0,30,4,43,43
Manipur,2002,11,1,0,28,2,42,42
Manipur,2001,7,0,0,27,1,35,35
Manipur,2000,6,0,0,30,4,40,40
Manipur,1999,8,0,0,19,3,30,30
Manipur,1998,4,0,0,27,3,34,34
Manipur,1997,11,0,1,26,3,41,41
Manipur,1996,6,0,0,26,1,33,33
Manipur,1995,11,0,0,34,1,46,46
Manipur,1994,11,0,0,33,3,47,47
Manipur,1993,7,1,0,27,1,36,36
Manipur,1992,8,0,0,21,1,30,30
Manipur,1991,28,0,0,23,0,51,51
Manipur,1990,13,0,0,29,0,42,42
Manipur,1989,20,0,0,30,2,52,52
Manipur,1988,11,5,1,19,1,37,37
Manipur,1987,59,2,1,27,0,89,89
Manipur,1986,14,2,0,23,1,40,40
Manipur,1985,30,0,2,17,1,50,50
Manipur,1984,14,0,1,22,0,37,37
Manipur,1983,8,1,0,19,0,28,28
Manipur,1982,21,0,8,16,1,46,46
Manipur,1981,16,0,5,15,1,37,37
Manipur,1980,63,0,61,28,1,153,153
Manipur,1979,19,1,12,8,0,40,40
Manipur,1978,39,0,13,5,0,57,57
Manipur,1977,6,0,3,8,0,17,17
Manipur,1976,12,0,12,11,1,36,36
Manipur,1975,33,0,20,10,1,64,64
Manipur,1974,15,0,16,8,1,40,40
Manipur,1973,23,0,24,5,0,52,52
Manipur,1972,72,0,78,16,0,166,166
Manipur,1971,32,1,42,7,1,83,83
Manipur,1970,76,0,54,7,0,137,137
Manipur,1969,38,0,23,7,0,68,68
Manipur,1968,46,0,21,2,0,69,69
Manipur,1967,33,0,13,7,0,53,53
Manipur,1966,25,0,8,2,0,35,35
Manipur,1965,86,0,22,0,1,109,109
Manipur,1964,52,1,19,2,0,74,74
Manipur,1963,49,0,16,0,0,65,65
Manipur,1962,95,0,22,0,0,117,117
Manipur,1961,112,0,12,3,0,127,127
Manipur,1960,182,0,35,4,0,221,221
Manipur,1959,85,0,11,1,0,97,97
Manipur,1958,123,0,9,1,0,133,133
Manipur,1957,65,0,3,5,0,73,73
Manipur,1956,56,0,3,1,0,60,60
Manipur,1955,49,0,2,0,0,51,51
Manipur,1954,51,0,2,1,0,54,54
Manipur,1953,51,0,2,1,0,54,54
Manipur,1952,55,0,2,0,0,57,57
Manipur,1951,39,0,0,0,0,39,39
Manipur,1950,38,0,1,0,0,39,39
Manipur,1949,12,0,0,0,0,12,12
Manipur,1948,13,0,0,0,0,13,13
Manipur,1947,18,0,1,0,0,19,19
Manipur,1946,19,0,0,0,0,19,19
Manipur,1945,17,0,0,0,0,17,17
Manipur,1944,2,0,0,0,0,2,2
Manipur,1943,2,0,0,0,0,2,2
Manipur,1942,5,0,0,0,0,5,5
Manipur,1941,1,0,0,0,0,1,1
Manipur,1940,3,0,0,0,0,3,3
Manipur,1939,2,0,0,0,0,2,2
Manipur,1938,2,0,1,0,0,3,3
Manipur,1937,1,0,0,0,0,1,1
Manipur,1936,4,0,0,0,0,4,4
Manipur,1935,4,0,0,0,0,4,4
Manipur,1934,1,0,0,0,0,1,1
Manipur,1933,6,0,0,0,0,6,6
Manipur,1932,2,0,0,0,0,2,2
Manipur,1931,1,0,0,0,0,1,1
Manipur,1930,3,0,0,0,0,3,3
Manipur,1929,2,0,0,0,0,2,2
Manipur,1928,1,0,0,0,0,1,1
Manipur,1927,2,0,0,0,0,2,2
Manipur,1926,1,0,0,0,0,1,1
Manipur,1925,1,0,0,0,0,1,1
Manipur,1922,0,0,0,1,0,1,1
Manipur,1920,3,0,0,0,0,3,3
Manipur,1917,1,0,0,0,0,1,1
Manipur,1906,1,0,0,0,0,1,1
Manipur,1904,1,0,0,0,0,1,1
Manipur,1903,1,0,0,0,0,1,1
Manipur,1899,1,0,0,0,0,1,1
Manipur,1897,1,0,0,0,0,1,1
Manipur,1894,2,0,0,0,0,2,2
Manipur,1893,1,0,0,0,0,1,1
Manipur,1885,1,0,0,0,0,1,1
Meghalaya,2021,0,0,0,1,0,1,1
Meghalaya,2020,0,0,0,6,1,7,7
Meghalaya,2019,2,2,1,13,39,57,57
Meghalaya,2018,1,1,0,22,39,63,63
Meghalaya,2017,10,0,1,48,33,92,92
Meghalaya,2016,10,0,1,74,38,123,123
Meghalaya,2015,9,0,1,84,34,128,128
Meghalaya,2014,5,0,1,75,31,112,112
Meghalaya,2013,6,0,0,70,26,102,102
Meghalaya,2012,13,0,6,82,22,123,123
Meghalaya,2011,135,0,0,71,16,222,222
Meghalaya,2010,428,0,7,135,14,584,584
Meghalaya,2009,348,1,4,90,14,457,457
Meghalaya,2008,252,0,8,117,14,391,391
Meghalaya,2007,314,0,7,79,21,421,421
Meghalaya,2006,404,0,10,94,18,526,526
Meghalaya,2005,371,1,11,107,13,503,503
Meghalaya,2004,426,0,13,82,13,534,534
Meghalaya,2003,277,0,29,70,12,388,388
Meghalaya,2002,305,0,25,76,7,413,413
Meghalaya,2001,273,0,54,46,4,377,377
Meghalaya,2000,241,0,52,89,10,392,392
Meghalaya,1999,122,0,73,28,4,227,227
Meghalaya,1998,158,1,68,49,12,288,288
Meghalaya,1997,90,0,60,33,7,190,190
Meghalaya,1996,97,0,90,22,7,216,216
Meghalaya,1995,108,1,254,43,5,411,411
Meghalaya,1994,66,0,109,27,6,208,208
Meghalaya,1993,65,0,126,27,5,223,223
Meghalaya,1992,70,0,156,21,4,251,251
Meghalaya,1991,44,1,82,19,6,152,152
Meghalaya,1990,49,0,111,22,2,184,184
Meghalaya,1989,61,0,138,12,2,213,213
Meghalaya,1988,32,1,104,16,1,154,154
Meghalaya,1987,53,0,133,19,1,206,206
Meghalaya,1986,35,4,132,19,3,193,193
Meghalaya,1985,51,1,139,19,4,214,214
Meghalaya,1984,45,1,112,13,3,174,174
Meghalaya,1983,29,0,76,8,1,114,114
Meghalaya,1982,53,0,126,19,1,199,199
Meghalaya,1981,32,0,62,7,0,101,101
Meghalaya,1980,60,0,83,10,3,156,156
Meghalaya,1979,30,0,72,3,0,105,105
Meghalaya,1978,45,0,91,8,2,146,146
Meghalaya,1977,31,0,43,4,0,78,78
Meghalaya,1976,57,1,59,5,0,122,122
Meghalaya,1975,72,0,81,12,1,166,166
Meghalaya,1974,90,0,74,7,1,172,172
Meghalaya,1973,51,0,62,6,1,120,120
Meghalaya,1972,108,0,131,17,2,258,258
Meghalaya,1971,51,0,40,3,0,94,94
Meghalaya,1970,80,1,40,3,0,124,124
Meghalaya,1969,39,0,44,5,1,89,89
Meghalaya,1968,112,0,77,5,1,195,195
Meghalaya,1967,87,0,39,2,0,128,128
Meghalaya,1966,33,1,26,5,0,65,65
Meghalaya,1965,94,0,55,3,0,152,152
Meghalaya,1964,110,0,76,8,3,197,197
Meghalaya,1963,82,0,48,1,0,131,131
Meghalaya,1962,143,0,75,2,2,222,222
Meghalaya,1961,47,0,33,0,2,82,82
Meghalaya,1960,109,0,60,5,3,177,177
Meghalaya,1959,48,0,20,4,0,72,72
Meghalaya,1958,96,0,31,3,1,131,131
Meghalaya,1957,65,0,26,3,0,94,94
Meghalaya,1956,95,0,22,3,0,120,120
Meghalaya,1955,38,0,14,0,1,53,53
Meghalaya,1954,89,0,28,1,2,120,120
Meghalaya,1953,41,0,18,3,0,62,62
Meghalaya,1952,95,0,44,1,0,140,140
Meghalaya,1951,31,0,12,2,1,46,46
Meghalaya,1950,84,0,35,0,0,119,119
Meghalaya,1949,25,0,7,0,1,33,33
Meghalaya,1948,26,0,11,0,0,37,37
Meghalaya,1947,22,0,6,0,0,28,28
Meghalaya,1946,8,0,7,1,0,16,16
Meghalaya,1945,25,0,9,1,0,35,35
Meghalaya,1944,9,0,9,3,0,21,21
Meghalaya,1943,5,0,5,1,0,11,11
Meghalaya,1942,30,0,5,0,0,35,35
Meghalaya,1941,18,0,7,1,1,27,27
Meghalaya,1940,16,0,14,1,0,31,31
Meghalaya,1939,10,0,3,0,0,13,13
Meghalaya,1938,17,0,7,2,0,26,26
Meghalaya,1937,9,0,10,2,1,22,22
